"r1id","r2id","algorithm","rulerelation","dataset","which_of_the_rules_do_you_find_as_more_plausible","tag","target","r1len","r2len","lenDelta","lenRatio","r1DepthMax","r2DepthMax","DepthMaxDelta","DepthMaxRatio","r2DepthMin","r1DepthMin","DepthMinDelta","DepthMinRatio","r1LabelLengthSum","r2LabelLengthSum","LabelLengthSumDelta","LabelLengthSumRatio","r1LabelLengthMax","r2LabelLengthMax","LabelLengthMaxDelta","LabelLengthMaxRatio","r1LabelLengthAvg","r2LabelLengthAvg","LabelLengthAvgDelta","LabelLengthAvgRatio","r2LabelLengthMin","r1LabelLengthMin","LabelLengthMinDelta","LabelLengthMinRatio","r1minDistance","r2minDistance","MinDistanceDelta","MinDistanceRatio","r1maxDistance","MaxDistanceDelta","MaxDistanceRatio","r1PageRankMax","r2PageRankMax","PageRankMaxDelta","PageRankMaxRatio","r2PageRankMin","r1PageRankMin","PageRankMinDelta","PageRankMinRatio","r1PageRankAvg","r2PageRankAvg","PageRankAvgDelta","PageRankAvgRatio","r1conf","r2conf","ConfDelta","ConfRatio","r1supp","r2supp","SuppDelta","SuppRatio","r1LitImpMax","r2LitImpMax","LitImpMaxDelta","LitImpMaxRatio","r2LitImpMin","r1LitImpMin","LitImpMinDelta","LitImpMinRatio","r1LitImpAvg","r2LitImpAvg","LitImpAvgDelta","LitImpAvgRatio","r1AttImpMax","r2AttImpMax","AttImpMaxDelta","AttImpMaxRatio","r2AttImpMin","r1AttImpMin","AttImpMinDelta","AttImpMinRatio","r1AttImpAvg","r2AttImpAvg","AttImpAvgDelta","AttImpAvgRatio","r1AttImpSum","r2AttImpSum","AttImpSumDelta","AttImpSumRatio","r1LitImpSum","r2LitImpSum","LitImpSumDelta","LitImpSumRatio"
"2035","5497","arules","differentLengthRulesNeitherDisjunctNorSubsumingAtt","TRAFFIC","No preference","differentLengthRulesR2subsumingR1AttH","0","3.0","4.0","-1.0","0.75","6","6","0","1.0","4","6","-2","0.6666666666666666","113","150","-37","0.7533333333333333","38","38","0","1.0","37","37","0","1.0","37","37","0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","58.6509084091644","58.6509084091644","0.0","1.0","2.217516700693478","10.248439526814057","-8.030922826120579","0.2163760341163705","34.86458287322333","26.70281633009088","8.161766543132448","1.3056518998685211","1.0","1.0","0.0","1.0","0.0136986301369863","0.0136986301369863","0.0","1.0","0.0","0.0","0.0","","-0.2","0.0","-0.2","-inf","0.0","-0.05","0.05","-0.0","5.5","5.5","0.0","1.0","1.3333333333333333","1.3333333333333333","0.0","1.0","2.833333333333333","2.833333333333333","0.0","1.0","8.5","8.5","0.0","1.0","0.0","-0.2","0.2","-0.0"
"2035","5497","arules","differentLengthRulesNeitherDisjunctNorSubsumingAtt","TRAFFIC","Rule 2 (weak preference)","differentLengthRulesR2subsumingR1AttH","-1","3.0","4.0","-1.0","0.75","6","6","0","1.0","4","6","-2","0.6666666666666666","113","150","-37","0.7533333333333333","38","38","0","1.0","37","37","0","1.0","37","37","0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","58.6509084091644","58.6509084091644","0.0","1.0","2.217516700693478","10.248439526814057","-8.030922826120579","0.2163760341163705","34.86458287322333","26.70281633009088","8.161766543132448","1.3056518998685211","1.0","1.0","0.0","1.0","0.0136986301369863","0.0136986301369863","0.0","1.0","0.0","0.0","0.0","","-0.2","0.0","-0.2","-inf","0.0","-0.05","0.05","-0.0","5.5","5.5","0.0","1.0","1.3333333333333333","1.3333333333333333","0.0","1.0","2.833333333333333","2.833333333333333","0.0","1.0","8.5","8.5","0.0","1.0","0.0","-0.2","0.2","-0.0"
"2035","5497","arules","differentLengthRulesNeitherDisjunctNorSubsumingAtt","TRAFFIC","Rule 1 (strong preference)","differentLengthRulesR2subsumingR1AttH","2","3.0","4.0","-1.0","0.75","6","6","0","1.0","4","6","-2","0.6666666666666666","113","150","-37","0.7533333333333333","38","38","0","1.0","37","37","0","1.0","37","37","0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","58.6509084091644","58.6509084091644","0.0","1.0","2.217516700693478","10.248439526814057","-8.030922826120579","0.2163760341163705","34.86458287322333","26.70281633009088","8.161766543132448","1.3056518998685211","1.0","1.0","0.0","1.0","0.0136986301369863","0.0136986301369863","0.0","1.0","0.0","0.0","0.0","","-0.2","0.0","-0.2","-inf","0.0","-0.05","0.05","-0.0","5.5","5.5","0.0","1.0","1.3333333333333333","1.3333333333333333","0.0","1.0","2.833333333333333","2.833333333333333","0.0","1.0","8.5","8.5","0.0","1.0","0.0","-0.2","0.2","-0.0"
"2035","5497","arules","differentLengthRulesNeitherDisjunctNorSubsumingAtt","TRAFFIC","Rule 1 (strong preference)","differentLengthRulesR2subsumingR1AttH","2","3.0","4.0","-1.0","0.75","6","6","0","1.0","4","6","-2","0.6666666666666666","113","150","-37","0.7533333333333333","38","38","0","1.0","37","37","0","1.0","37","37","0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","58.6509084091644","58.6509084091644","0.0","1.0","2.217516700693478","10.248439526814057","-8.030922826120579","0.2163760341163705","34.86458287322333","26.70281633009088","8.161766543132448","1.3056518998685211","1.0","1.0","0.0","1.0","0.0136986301369863","0.0136986301369863","0.0","1.0","0.0","0.0","0.0","","-0.2","0.0","-0.2","-inf","0.0","-0.05","0.05","-0.0","5.5","5.5","0.0","1.0","1.3333333333333333","1.3333333333333333","0.0","1.0","2.833333333333333","2.833333333333333","0.0","1.0","8.5","8.5","0.0","1.0","0.0","-0.2","0.2","-0.0"
"2035","5497","arules","differentLengthRulesNeitherDisjunctNorSubsumingAtt","TRAFFIC","No preference","differentLengthRulesR2subsumingR1AttH","0","3.0","4.0","-1.0","0.75","6","6","0","1.0","4","6","-2","0.6666666666666666","113","150","-37","0.7533333333333333","38","38","0","1.0","37","37","0","1.0","37","37","0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","58.6509084091644","58.6509084091644","0.0","1.0","2.217516700693478","10.248439526814057","-8.030922826120579","0.2163760341163705","34.86458287322333","26.70281633009088","8.161766543132448","1.3056518998685211","1.0","1.0","0.0","1.0","0.0136986301369863","0.0136986301369863","0.0","1.0","0.0","0.0","0.0","","-0.2","0.0","-0.2","-inf","0.0","-0.05","0.05","-0.0","5.5","5.5","0.0","1.0","1.3333333333333333","1.3333333333333333","0.0","1.0","2.833333333333333","2.833333333333333","0.0","1.0","8.5","8.5","0.0","1.0","0.0","-0.2","0.2","-0.0"
"1880","2415","arules","sameLengthRulesDisjunctAtt","TRAFFIC","No preference","sameLengthRulesDisjunctAttL","0","3.0","3.0","0.0","1.0","6","6","0","1.0","6","6","0","1.0","85","109","-24","0.7798165137614679","38","41","-3","0.926829268292683","28","36","-8","0.7777777777777778","30","15","15","2.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","46.3738760223948","58.6509084091644","-12.277032386769598","0.7906761767248046","33.26790151007305","17.129053730423678","16.138847779649375","1.9421914388057786","33.06577681217001","43.66100324225913","-10.59522643008912","0.7573297532514304","1.0","1.0","0.0","1.0","0.0136986301369863","0.0136986301369863","0.0","1.0","0.2","0.2","0.0","1.0","-0.4","0.0","-0.4","-inf","0.06666666666666668","-0.06666666666666668","0.13333333333333336","-1.0","5.5","5.5","0.0","1.0","1.6666666666666667","2.5","-0.8333333333333333","0.6666666666666667","4.0","3.583333333333333","0.41666666666666696","1.1162790697674418","8.0","7.166666666666668","0.8333333333333321","1.1162790697674416","0.2","-0.2","0.4","-1.0"
"1880","2415","arules","sameLengthRulesDisjunctAtt","TRAFFIC","Rule 1 (weak preference)","sameLengthRulesDisjunctAttL","1","3.0","3.0","0.0","1.0","6","6","0","1.0","6","6","0","1.0","85","109","-24","0.7798165137614679","38","41","-3","0.926829268292683","28","36","-8","0.7777777777777778","30","15","15","2.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","46.3738760223948","58.6509084091644","-12.277032386769598","0.7906761767248046","33.26790151007305","17.129053730423678","16.138847779649375","1.9421914388057786","33.06577681217001","43.66100324225913","-10.59522643008912","0.7573297532514304","1.0","1.0","0.0","1.0","0.0136986301369863","0.0136986301369863","0.0","1.0","0.2","0.2","0.0","1.0","-0.4","0.0","-0.4","-inf","0.06666666666666668","-0.06666666666666668","0.13333333333333336","-1.0","5.5","5.5","0.0","1.0","1.6666666666666667","2.5","-0.8333333333333333","0.6666666666666667","4.0","3.583333333333333","0.41666666666666696","1.1162790697674418","8.0","7.166666666666668","0.8333333333333321","1.1162790697674416","0.2","-0.2","0.4","-1.0"
"1880","2415","arules","sameLengthRulesDisjunctAtt","TRAFFIC","Rule 1 (strong preference)","sameLengthRulesDisjunctAttL","2","3.0","3.0","0.0","1.0","6","6","0","1.0","6","6","0","1.0","85","109","-24","0.7798165137614679","38","41","-3","0.926829268292683","28","36","-8","0.7777777777777778","30","15","15","2.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","46.3738760223948","58.6509084091644","-12.277032386769598","0.7906761767248046","33.26790151007305","17.129053730423678","16.138847779649375","1.9421914388057786","33.06577681217001","43.66100324225913","-10.59522643008912","0.7573297532514304","1.0","1.0","0.0","1.0","0.0136986301369863","0.0136986301369863","0.0","1.0","0.2","0.2","0.0","1.0","-0.4","0.0","-0.4","-inf","0.06666666666666668","-0.06666666666666668","0.13333333333333336","-1.0","5.5","5.5","0.0","1.0","1.6666666666666667","2.5","-0.8333333333333333","0.6666666666666667","4.0","3.583333333333333","0.41666666666666696","1.1162790697674418","8.0","7.166666666666668","0.8333333333333321","1.1162790697674416","0.2","-0.2","0.4","-1.0"
"1880","2415","arules","sameLengthRulesDisjunctAtt","TRAFFIC","Rule 1 (strong preference)","sameLengthRulesDisjunctAttL","2","3.0","3.0","0.0","1.0","6","6","0","1.0","6","6","0","1.0","85","109","-24","0.7798165137614679","38","41","-3","0.926829268292683","28","36","-8","0.7777777777777778","30","15","15","2.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","46.3738760223948","58.6509084091644","-12.277032386769598","0.7906761767248046","33.26790151007305","17.129053730423678","16.138847779649375","1.9421914388057786","33.06577681217001","43.66100324225913","-10.59522643008912","0.7573297532514304","1.0","1.0","0.0","1.0","0.0136986301369863","0.0136986301369863","0.0","1.0","0.2","0.2","0.0","1.0","-0.4","0.0","-0.4","-inf","0.06666666666666668","-0.06666666666666668","0.13333333333333336","-1.0","5.5","5.5","0.0","1.0","1.6666666666666667","2.5","-0.8333333333333333","0.6666666666666667","4.0","3.583333333333333","0.41666666666666696","1.1162790697674418","8.0","7.166666666666668","0.8333333333333321","1.1162790697674416","0.2","-0.2","0.4","-1.0"
"1880","2415","arules","sameLengthRulesDisjunctAtt","TRAFFIC","Rule 1 (strong preference)","sameLengthRulesDisjunctAttL","2","3.0","3.0","0.0","1.0","6","6","0","1.0","6","6","0","1.0","85","109","-24","0.7798165137614679","38","41","-3","0.926829268292683","28","36","-8","0.7777777777777778","30","15","15","2.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","46.3738760223948","58.6509084091644","-12.277032386769598","0.7906761767248046","33.26790151007305","17.129053730423678","16.138847779649375","1.9421914388057786","33.06577681217001","43.66100324225913","-10.59522643008912","0.7573297532514304","1.0","1.0","0.0","1.0","0.0136986301369863","0.0136986301369863","0.0","1.0","0.2","0.2","0.0","1.0","-0.4","0.0","-0.4","-inf","0.06666666666666668","-0.06666666666666668","0.13333333333333336","-1.0","5.5","5.5","0.0","1.0","1.6666666666666667","2.5","-0.8333333333333333","0.6666666666666667","4.0","3.583333333333333","0.41666666666666696","1.1162790697674418","8.0","7.166666666666668","0.8333333333333321","1.1162790697674416","0.2","-0.2","0.4","-1.0"
