"r1id","r2id","algorithm","rulerelation","dataset","which_of_the_rules_do_you_find_as_more_plausible","tag","target","r1len","r2len","lenDelta","lenRatio","r1DepthMax","r2DepthMax","DepthMaxDelta","DepthMaxRatio","r2DepthMin","r1DepthMin","DepthMinDelta","DepthMinRatio","r1LabelLengthSum","r2LabelLengthSum","LabelLengthSumDelta","LabelLengthSumRatio","r1LabelLengthMax","r2LabelLengthMax","LabelLengthMaxDelta","LabelLengthMaxRatio","r1LabelLengthAvg","r2LabelLengthAvg","LabelLengthAvgDelta","LabelLengthAvgRatio","r2LabelLengthMin","r1LabelLengthMin","LabelLengthMinDelta","LabelLengthMinRatio","r1minDistance","r2minDistance","MinDistanceDelta","MinDistanceRatio","r1maxDistance","MaxDistanceDelta","MaxDistanceRatio","r1PageRankMax","r2PageRankMax","PageRankMaxDelta","PageRankMaxRatio","r2PageRankMin","r1PageRankMin","PageRankMinDelta","PageRankMinRatio","r1PageRankAvg","r2PageRankAvg","PageRankAvgDelta","PageRankAvgRatio","r1conf","r2conf","ConfDelta","ConfRatio","r1supp","r2supp","SuppDelta","SuppRatio","r1LitImpMax","r2LitImpMax","LitImpMaxDelta","LitImpMaxRatio","r2LitImpMin","r1LitImpMin","LitImpMinDelta","LitImpMinRatio","r1LitImpAvg","r2LitImpAvg","LitImpAvgDelta","LitImpAvgRatio","r1AttImpMax","r2AttImpMax","AttImpMaxDelta","AttImpMaxRatio","r2AttImpMin","r1AttImpMin","AttImpMinDelta","AttImpMinRatio","r1AttImpAvg","r2AttImpAvg","AttImpAvgDelta","AttImpAvgRatio","r1AttImpSum","r2AttImpSum","AttImpSumDelta","AttImpSumRatio","r1LitImpSum","r2LitImpSum","LitImpSumDelta","LitImpSumRatio"
"0","2","arules","sameLengthRulesDisjunctAtt","QUALITY","Rule 1 (strong preference)","arules","2","1.0","1.0","0.0","1.0","7","6","1","1.1666666666666667","6","7","-1","0.8571428571428571","29","46","-17","0.6304347826086957","29","46","-17","0.6304347826086957","29","46","-17","0.6304347826086957","46","29","17","1.5862068965517242","0.0","0.0","0.0","","0.0","0.0","","3.8128933334027737","4.357685076749046","-0.5447917433462726","0.8749813871926921","4.357685076749046","3.8128933334027737","0.5447917433462726","1.142881453979747","3.8128933334027737","4.357685076749046","-0.5447917433462726","0.8749813871926921","1.0","1.0","0.0","1.0","0.0130434782608696","0.0130434782608696","0.0","1.0","0.6","0.0","0.6","","0.0","0.6","-0.6","0.0","0.6","0.0","0.6","","","","","","","","","","","","","","","","","","0.6","0.0","0.6",""
"0","2","arules","sameLengthRulesDisjunctAtt","QUALITY","Rule 1 (strong preference)","arules","2","1.0","1.0","0.0","1.0","7","6","1","1.1666666666666667","6","7","-1","0.8571428571428571","29","46","-17","0.6304347826086957","29","46","-17","0.6304347826086957","29","46","-17","0.6304347826086957","46","29","17","1.5862068965517242","0.0","0.0","0.0","","0.0","0.0","","3.8128933334027737","4.357685076749046","-0.5447917433462726","0.8749813871926921","4.357685076749046","3.8128933334027737","0.5447917433462726","1.142881453979747","3.8128933334027737","4.357685076749046","-0.5447917433462726","0.8749813871926921","1.0","1.0","0.0","1.0","0.0130434782608696","0.0130434782608696","0.0","1.0","0.6","0.0","0.6","","0.0","0.6","-0.6","0.0","0.6","0.0","0.6","","","","","","","","","","","","","","","","","","0.6","0.0","0.6",""
"0","2","arules","sameLengthRulesDisjunctAtt","QUALITY","Rule 1 (weak preference)","arules","1","1.0","1.0","0.0","1.0","7","6","1","1.1666666666666667","6","7","-1","0.8571428571428571","29","46","-17","0.6304347826086957","29","46","-17","0.6304347826086957","29","46","-17","0.6304347826086957","46","29","17","1.5862068965517242","0.0","0.0","0.0","","0.0","0.0","","3.8128933334027737","4.357685076749046","-0.5447917433462726","0.8749813871926921","4.357685076749046","3.8128933334027737","0.5447917433462726","1.142881453979747","3.8128933334027737","4.357685076749046","-0.5447917433462726","0.8749813871926921","1.0","1.0","0.0","1.0","0.0130434782608696","0.0130434782608696","0.0","1.0","0.6","0.0","0.6","","0.0","0.6","-0.6","0.0","0.6","0.0","0.6","","","","","","","","","","","","","","","","","","0.6","0.0","0.6",""
"0","2","arules","sameLengthRulesDisjunctAtt","QUALITY","Rule 1 (strong preference)","arules","2","1.0","1.0","0.0","1.0","7","6","1","1.1666666666666667","6","7","-1","0.8571428571428571","29","46","-17","0.6304347826086957","29","46","-17","0.6304347826086957","29","46","-17","0.6304347826086957","46","29","17","1.5862068965517242","0.0","0.0","0.0","","0.0","0.0","","3.8128933334027737","4.357685076749046","-0.5447917433462726","0.8749813871926921","4.357685076749046","3.8128933334027737","0.5447917433462726","1.142881453979747","3.8128933334027737","4.357685076749046","-0.5447917433462726","0.8749813871926921","1.0","1.0","0.0","1.0","0.0130434782608696","0.0130434782608696","0.0","1.0","0.6","0.0","0.6","","0.0","0.6","-0.6","0.0","0.6","0.0","0.6","","","","","","","","","","","","","","","","","","0.6","0.0","0.6",""
"0","2","arules","sameLengthRulesDisjunctAtt","QUALITY","Rule 1 (weak preference)","arules","1","1.0","1.0","0.0","1.0","7","6","1","1.1666666666666667","6","7","-1","0.8571428571428571","29","46","-17","0.6304347826086957","29","46","-17","0.6304347826086957","29","46","-17","0.6304347826086957","46","29","17","1.5862068965517242","0.0","0.0","0.0","","0.0","0.0","","3.8128933334027737","4.357685076749046","-0.5447917433462726","0.8749813871926921","4.357685076749046","3.8128933334027737","0.5447917433462726","1.142881453979747","3.8128933334027737","4.357685076749046","-0.5447917433462726","0.8749813871926921","1.0","1.0","0.0","1.0","0.0130434782608696","0.0130434782608696","0.0","1.0","0.6","0.0","0.6","","0.0","0.6","-0.6","0.0","0.6","0.0","0.6","","","","","","","","","","","","","","","","","","0.6","0.0","0.6",""
"1","0","arules","sameLengthRulesDisjunctAtt","QUALITY","No preference","arules","0","1.0","1.0","0.0","1.0","7","7","0","1.0","7","7","0","1.0","19","29","-10","0.6551724137931034","19","29","-10","0.6551724137931034","19","29","-10","0.6551724137931034","29","19","10","1.5263157894736843","0.0","0.0","0.0","","0.0","0.0","","10.570262930585162","3.8128933334027737","6.757369597182389","2.772241971204542","3.8128933334027737","10.570262930585162","-6.757369597182389","0.3607188731673011","10.570262930585162","3.8128933334027737","6.757369597182389","2.772241971204542","1.0","1.0","0.0","1.0","0.0130434782608696","0.0130434782608696","0.0","1.0","1.0","0.6","0.4","1.6666666666666667","0.6","1.0","-0.4","0.6","1.0","0.6","0.4","1.6666666666666667","","","","","","","","","","","","","","","","","1.0","0.6","0.4","1.6666666666666667"
"1","0","arules","sameLengthRulesDisjunctAtt","QUALITY","Rule 1 (weak preference)","arules","1","1.0","1.0","0.0","1.0","7","7","0","1.0","7","7","0","1.0","19","29","-10","0.6551724137931034","19","29","-10","0.6551724137931034","19","29","-10","0.6551724137931034","29","19","10","1.5263157894736843","0.0","0.0","0.0","","0.0","0.0","","10.570262930585162","3.8128933334027737","6.757369597182389","2.772241971204542","3.8128933334027737","10.570262930585162","-6.757369597182389","0.3607188731673011","10.570262930585162","3.8128933334027737","6.757369597182389","2.772241971204542","1.0","1.0","0.0","1.0","0.0130434782608696","0.0130434782608696","0.0","1.0","1.0","0.6","0.4","1.6666666666666667","0.6","1.0","-0.4","0.6","1.0","0.6","0.4","1.6666666666666667","","","","","","","","","","","","","","","","","1.0","0.6","0.4","1.6666666666666667"
"1","0","arules","sameLengthRulesDisjunctAtt","QUALITY","Rule 1 (weak preference)","arules","1","1.0","1.0","0.0","1.0","7","7","0","1.0","7","7","0","1.0","19","29","-10","0.6551724137931034","19","29","-10","0.6551724137931034","19","29","-10","0.6551724137931034","29","19","10","1.5263157894736843","0.0","0.0","0.0","","0.0","0.0","","10.570262930585162","3.8128933334027737","6.757369597182389","2.772241971204542","3.8128933334027737","10.570262930585162","-6.757369597182389","0.3607188731673011","10.570262930585162","3.8128933334027737","6.757369597182389","2.772241971204542","1.0","1.0","0.0","1.0","0.0130434782608696","0.0130434782608696","0.0","1.0","1.0","0.6","0.4","1.6666666666666667","0.6","1.0","-0.4","0.6","1.0","0.6","0.4","1.6666666666666667","","","","","","","","","","","","","","","","","1.0","0.6","0.4","1.6666666666666667"
"1","0","arules","sameLengthRulesDisjunctAtt","QUALITY","Rule 1 (weak preference)","arules","1","1.0","1.0","0.0","1.0","7","7","0","1.0","7","7","0","1.0","19","29","-10","0.6551724137931034","19","29","-10","0.6551724137931034","19","29","-10","0.6551724137931034","29","19","10","1.5263157894736843","0.0","0.0","0.0","","0.0","0.0","","10.570262930585162","3.8128933334027737","6.757369597182389","2.772241971204542","3.8128933334027737","10.570262930585162","-6.757369597182389","0.3607188731673011","10.570262930585162","3.8128933334027737","6.757369597182389","2.772241971204542","1.0","1.0","0.0","1.0","0.0130434782608696","0.0130434782608696","0.0","1.0","1.0","0.6","0.4","1.6666666666666667","0.6","1.0","-0.4","0.6","1.0","0.6","0.4","1.6666666666666667","","","","","","","","","","","","","","","","","1.0","0.6","0.4","1.6666666666666667"
"1","0","arules","sameLengthRulesDisjunctAtt","QUALITY","Rule 2 (weak preference)","arules","-1","1.0","1.0","0.0","1.0","7","7","0","1.0","7","7","0","1.0","19","29","-10","0.6551724137931034","19","29","-10","0.6551724137931034","19","29","-10","0.6551724137931034","29","19","10","1.5263157894736843","0.0","0.0","0.0","","0.0","0.0","","10.570262930585162","3.8128933334027737","6.757369597182389","2.772241971204542","3.8128933334027737","10.570262930585162","-6.757369597182389","0.3607188731673011","10.570262930585162","3.8128933334027737","6.757369597182389","2.772241971204542","1.0","1.0","0.0","1.0","0.0130434782608696","0.0130434782608696","0.0","1.0","1.0","0.6","0.4","1.6666666666666667","0.6","1.0","-0.4","0.6","1.0","0.6","0.4","1.6666666666666667","","","","","","","","","","","","","","","","","1.0","0.6","0.4","1.6666666666666667"
