_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,what_is_the_rationale_for_your_choice,which_of_the_rules_do_you_find_as_more_plausible,what_is_the_rationale_for_your_choice_gold,which_of_the_rules_do_you_find_as_more_plausible_gold,x,y
879936737,2/12/2016 13:34:21,1892553413,2/12/2016 13:33:16,False,elite,1.0,-253534005572811879,USA,NY,Rochester,,jenny_is_not_active_in_feminist_movement,,,z,s
879936737,2/12/2016 13:36:35,1892554786,2/12/2016 13:33:29,False,clixsense,0.5,-5052343630977245211,CAN,,,Jenny is a bank teller because she is very bright and intelligent. She is also active in a feminist movement because she is deeply concerned about discrimination and social justice.,jenny_is_a_bank_teller,,,z,s
879936737,2/12/2016 13:44:52,1892559420,2/12/2016 13:43:14,False,clixsense,0.5,4341775170096518973,CAN,ON,Toronto,This option is the most probable. Not being involved or being indifferent toward the feminist movement would go against her beliefs.,jenny_is_a_bank_teller,,,z,s
879936737,2/12/2016 13:55:43,1892565509,2/12/2016 13:54:39,False,clixsense,0.25,-3533280257887827300,GBR,N7,Woking,"we cannot say Jenny is not active in the feminist movement, there is no evidence to say this but we cannot know if she is therefore to say it is not known is the best way to put it",jenny_works_as_a_cashier_in_a_bank_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
879936737,2/12/2016 13:58:12,1892566899,2/12/2016 13:58:01,False,elite,0.4,-1253534005569811861,USA,NY,Rochester,,jenny_is_not_active_in_feminist_movement,,,z,s
879936737,2/12/2016 14:00:05,1892567988,2/12/2016 13:58:53,False,gifthunterclub,0.3333,-3216710744614585004,USA,FL,Naples,Because she defends social causes especially discrimination,jenny_works_as_a_cashier_in_a_bank_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
879936737,2/12/2016 14:03:08,1892569827,2/12/2016 13:58:54,False,neodev,0.4,2279994304444925914,GBR,H8,Liverpool,"The statement does not include a reference to a bank, therefore we cannot assume Jenny works in one.
The statement does not include a reference to the feminist movement, it references discrimination and social justice a concern for Jenny.
Therefore my logic says statement number 2 is the most likely",jenny_is_not_active_in_feminist_movement,,,z,s
879936737,2/12/2016 14:03:22,1892569919,2/12/2016 14:02:05,False,clixsense,0.4,527292989206890232,USA,NY,Buffalo,probability and mathematics,jenny_is_a_bank_teller,,,z,s
879936737,2/12/2016 14:04:16,1892570409,2/12/2016 14:04:02,False,elite,0.4,-1253538005562811791,USA,NY,Rochester,,jenny_is_not_active_in_feminist_movement,,,z,s
879936737,2/12/2016 14:04:20,1892570442,2/12/2016 14:01:19,False,neodev,0.4,5769980367992755638,GBR,E6,Cirencester,"Due to a past in which Jenny was heavily involved with issues of social justice, it would seem unlikely that she had completely given up on these, ruling out option 2. Additionally, it would be assumed that her activites in this area would be publicised and vocal (the point of demonstrations), ruling out option 1. I therefore choose option 3 has the most probable by default.",jenny_is_a_bank_teller,,,z,s
879936737,2/12/2016 14:20:22,1892578354,2/12/2016 14:12:17,False,bitcoinget,0.4545,-7934449888407302031,GBR,E4,Colchester,"Based on Jenny's past involvement in issues of discrimination and social justice, and also participation in anti-nuclear demonstrations it is highly unlikely that she is not active in the feminist movement.  At 32 she would be highly active on social media and based on my experience of women around her age her social media posts would include posts on social injustice, especially feminist issues therefore you would be able to find if she was active in the feminist movement quite easily as this information is usually available to the public.",jenny_is_a_bank_teller,,,z,s
879936737,2/12/2016 14:25:45,1892581208,2/12/2016 14:03:13,False,neodev,0.5,-7319286520999612919,GBR,M3,Bridgwater,"Jenny is a bank teller, because she can't do any other job, not for philosophy members :D",jenny_is_a_bank_teller,,,z,s
879936737,2/12/2016 14:30:30,1892583537,2/12/2016 14:11:32,False,clixsense,0.3846,-8608807635120794393,GBR,,,"Assuming that ""bank teller"" and ""cashier in a bank"" are country specific terms for the same job, then Rules 1 and 3 are equivalent because simply adding something ""unknown"" to a rule changes nothing. So the real choice is between ""bank teller"" and ""not active in the feminist movement"". As people only do (or are) a limited number of things at any one time, then the chances of her not being something are much higher than that of her being something. So, disregarding her bigraphy, not being active in the feminist movement is more probable than her being a bank teller. It is, however, also important to consider the biographical information to see if that contradicts this position. She is probably over educated to be a bank teller, and although it was likely she was active in the feminist movement as a student, most people  drop those sort of activities when they leave college. Thus the biographical details back up (or at least don't strongly contradict) the ""probabilistic"", meaning the earlier hypothesis is likely correct, ergo Rule 2, ""Jenny is not active in feminist movement"", is the most probable.",jenny_is_not_active_in_feminist_movement,,,z,s
879936737,2/12/2016 14:33:12,1892585355,2/12/2016 14:32:37,False,prodege,0.375,2166965449961366650,CAN,ON,Kitchener,i believe there are less active feminists than there are bank tellers,jenny_is_not_active_in_feminist_movement,,,z,s
879936737,2/12/2016 14:33:55,1892585778,2/12/2016 14:32:05,False,elite,0.25,-12587843024118650,GBR,A7,Birmingham,By exclusion. You can't rule out she is not active as a feminist due to her past. That rules out options 2 and 3.,jenny_works_as_a_cashier_in_a_bank_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
879936737,2/12/2016 14:34:17,1892585974,2/12/2016 14:26:30,False,neodev,0.25,8862162294109605421,CAN,BC,Port Coquitlam,"As a youth in college many people become deeply involved in causes. They believe in them and it becomes part of their life foundation. 
However Jenny is now 32 and her life is likely full of family,friends and a career. She will still hold many of her younger day beliefs but she is unlikely to be active in any causes or to openly discuss them.
For this reason I believe she is a bank teller but people no longer know if she is active in the feminist movement.",jenny_works_as_a_cashier_in_a_bank_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
879936737,2/12/2016 14:41:11,1892589525,2/12/2016 14:37:47,False,prodege,0.2941,-657872964310284211,GBR,L9,Sheffield,"Whilst the information provided doesn't give any details as to her job or activities after full-time education, I chose option one because it at least suggest she is still politically active, as she was in college.

Option 2 suggest she isn't politically active, which seems unlikely given her description and 3 suggest nothing at all with regards to her political opinions and gives only her job, which is neither likely or unlikely given the information we have for her.",jenny_works_as_a_cashier_in_a_bank_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
879936737,2/12/2016 15:07:30,1892604990,2/12/2016 14:49:11,False,neodev,0.3333,164728475736616226,USA,FL,Naples,She fights for social rights,jenny_works_as_a_cashier_in_a_bank_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
879936737,2/12/2016 15:08:43,1892605631,2/12/2016 15:06:34,False,bitcoinget,0.3684,3394963570002102124,USA,WA,Port Angeles,"It just seems more probable, because the bank is mentioned twice and her feminist activism is unknown.",jenny_works_as_a_cashier_in_a_bank_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
