"id","Unnamed: 0","r1id","r2id","r1len","r2len","r1","r2","correctlyclassifiedoverlap","coverageoverlap","label","r1conf","r2conf","r1supp","r2supp","intersectionwholerule","literalintersectionlength","r1correct","r2correct","r1coverage","r2coverage","cluer1","cluer2","tag","r1string","r2string","rulerelation","algorithm","r1DepthMax","r1DepthMin","r1LabelLengthMax","r1LabelLengthMin","r1LabelLengthAvg","r1minDistance","r1maxDistance","r1mindepthLCS","r1PageRankMax","r1PageRankMin","r1PageRankAvg","r1LitImpMax","r1LitImpMin","r1LitImpAvg","r1LitImpSum","r1AttImpSum","r1AttImpMax","r1AttImpMin","r1AttImpAvg","r1LabelLengthSum","r2DepthMax","r2DepthMin","r2LabelLengthMax","r2LabelLengthMin","r2LabelLengthAvg","r2minDistance","r2maxDistance","r2mindepthLCS","r2PageRankMax","r2PageRankMin","r2PageRankAvg","r2LitImpMax","r2LitImpMin","r2LitImpAvg","r2LitImpSum","r2AttImpSum","r2AttImpMax","r2AttImpMin","r2AttImpAvg","r2LabelLengthSum"
0,372144,"2668","2683",4.0,4.0,"{StatesAndTerritoriesEstablishedIn1932=1.0,WesternAsianCountries=1.0,MemberStatesOfOPEC=1.0,MemberStatesOfTheOrganisationOfIslamicCooperation=1.0} => {Label=high}","{StatesAndTerritoriesEstablishedIn1932=1.0,MemberStatesOfTheUnitedNations=1.0,WesternAsianCountries=1.0,MiddleEasternCountries=1.0} => {Label=high}",1.0,1.0,"high",1.0,1.0,0.0136986301369863,0.0136986301369863,"['Saudi Arabia', 'Iraq']",2.0,"['Iraq', 'Saudi Arabia']","['Iraq', 'Saudi Arabia']","['Iraq', 'Saudi Arabia']","['Iraq', 'Saudi Arabia']","","","sameLengthRulesNonDisjunctAttH","if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1932&nbsp;<b>and</b> </li><li>Western Asian Countries&nbsp;<b>and</b> </li><li>Member States Of OPEC&nbsp;<b>and</b> </li><li>Member States Of The Organisation Of Islamic Cooperation&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>","if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1932&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Western Asian Countries&nbsp;<b>and</b> </li><li>Middle Eastern Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>","sameLengthRulesNonDisjunctAtt","arules",6,6,49,18,31,1.0,1.0,5.0,31.55659189909189,3.6578026536410237,14.970523188369985,0.4,-0.4,-0.05000000000000002,-0.20000000000000007,9.5,5.5,1.3333333333333333,3.1666666666666665,125,6,6,37,21,27,1.0,1.0,5.0,147.66141060512453,3.6578026536410237,44.73520331891411,0.4,0.0,0.15000000000000002,0.6000000000000001,9.5,5.5,1.3333333333333333,3.1666666666666665,110
1,94647,"5158","548",4.0,2.0,"{MemberStatesOfTheCouncilOfEurope=1.0,EnglishspeakingCountriesAndTerritories=1.0,IslandCountries=1.0,MemberStatesOfTheUnionForTheMediterranean=1.0} => {Label=low}","{EnglishspeakingCountriesAndTerritories=1.0,MemberStatesOfTheUnionForTheMediterranean=1.0} => {Label=low}",1.0,1.0,"low",1.0,1.0,0.0136986301369863,0.0136986301369863,"['United Kingdom', 'Malta']",2.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']","['Malta', 'United Kingdom']","['Malta', 'United Kingdom']","","","differentLengthRulesR1subsumingR2AttL","if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Council Of Europe&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Island Countries&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>","if the country falls into all of the following group(s) (simultaneously) <ul><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>","differentLengthRulesNeitherDisjunctNorSubsumingAtt","arules",6,6,41,15,31,1.0,1.0,5.0,58.6509084091644,17.129053730423678,40.30450949238071,0.2,-0.4,-0.05,-0.2,9.666666666666668,5.5,1.6666666666666667,3.2222222222222228,126,6,6,41,38,39,1.0,1.0,5.0,58.6509084091644,39.06419980753994,48.857554108352176,0.0,-0.4,-0.2,-0.4,7.166666666666667,5.5,1.6666666666666667,3.5833333333333335,79
2,280067,"2035","5497",3.0,4.0,"{StatesAndTerritoriesEstablishedIn1960=1.0,EnglishspeakingCountriesAndTerritories=1.0,MemberStatesOfTheCommonwealthOfNations=1.0} => {Label=high}","{StatesAndTerritoriesEstablishedIn1960=1.0,EnglishspeakingCountriesAndTerritories=1.0,WorldTradeOrganizationMemberEconomies=1.0,MemberStatesOfTheCommonwealthOfNations=1.0} => {Label=high}",1.0,1.0,"high",1.0,1.0,0.0136986301369863,0.0136986301369863,"['Cameroon', 'Nigeria']",3.0,"['Cameroon', 'Nigeria']","['Cameroon', 'Nigeria']","['Cameroon', 'Nigeria']","['Cameroon', 'Nigeria']","","","differentLengthRulesR2subsumingR1AttH","if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1960&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>","if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1960&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>","differentLengthRulesNeitherDisjunctNorSubsumingAtt","arules",6,6,38,37,37,1.0,1.0,5.0,58.6509084091644,10.248439526814057,34.864582873223334,0.0,0.0,0.0,0.0,8.5,5.5,1.3333333333333333,2.8333333333333335,113,6,4,38,37,37,1.0,6.0,0.0,58.6509084091644,2.217516700693478,26.702816330090876,0.0,-0.2,-0.05,-0.2,8.5,5.5,1.3333333333333333,2.8333333333333335,150
3,64,"22449","23679",1.0,2.0,"{MemberStatesOfNATO=1.0} => {Label=low}","{EuropeanCountries=1.0,MemberStatesOfTheUnionForTheMediterranean=1.0} => {Label=low}","","","low",1.0,1.0,"","","","","","","","","","","dfInvertedHeuristicsOther","if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of NATO&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>","if the country falls into all of the following group(s) (simultaneously) <ul><li>European Countries&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>","differentLengthRulesNeitherDisjunctNorSubsumingAtt","InvertedHeuristics",6,6,18,18,18,0.0,0.0,0.0,44.05854367641753,44.05854367641753,44.05854367641753,0.0,0.0,0.0,0.0,5.5,5.5,5.5,5.5,18,6,6,41,17,29,1.0,1.0,5.0,"","","",-0.4,-0.4,-0.4,-0.4,8.166666666666666,5.5,2.6666666666666665,4.083333333333333,58
4,269279,"1880","2415",3.0,3.0,"{MemberStatesOfTheCouncilOfEurope=1.0,MemberStatesOfTheCommonwealthOfNations=1.0,IslandCountries=1.0} => {Label=low}","{EnglishspeakingCountriesAndTerritories=1.0,MemberStatesOfTheUnionForTheMediterranean=1.0,MemberStatesOfTheEuropeanUnion=1.0} => {Label=low}",1.0,1.0,"low",1.0,1.0,0.0136986301369863,0.0136986301369863,"['United Kingdom', 'Malta']",0.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']","['Malta', 'United Kingdom']","['Malta', 'United Kingdom']","","","sameLengthRulesDisjunctAttL","if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Council Of Europe&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Island Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>","if the country falls into all of the following group(s) (simultaneously) <ul><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>","sameLengthRulesDisjunctAtt","arules",6,6,38,15,28,1.0,1.0,5.0,46.3738760223948,17.129053730423678,33.065776812170014,0.2,0.0,0.06666666666666667,0.2,8.0,5.5,2.5,4.0,85,6,6,41,30,36,1.0,1.0,5.0,58.6509084091644,33.26790151007305,43.661003242259135,0.2,-0.4,-0.06666666666666667,-0.2,7.166666666666667,5.5,1.6666666666666667,3.5833333333333335,109
5,78,"33933","24641",1.0,2.0,"{IslandsOfTheIndianOcean=1.0} => {Label=low}","{IslandCountries=1.0,EnglishspeakingCountriesAndTerritories=1.0} => {Label=low}","","","low",1.0,0.938,"","","","","","","","","","","dfInvertedHeuristicsOther","if the country falls into all of the following group(s) (simultaneously) <ul><li>Islands Of The Indian Ocean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>","if the country falls into all of the following group(s) (simultaneously) <ul><li>Island Countries&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>","differentLengthRulesNeitherDisjunctNorSubsumingAtt","InvertedHeuristics",4,4,23,23,23,0.0,0.0,0.0,5.4582149840304135,5.4582149840304135,5.4582149840304135,0.4,0.4,0.4,0.4,2.5,2.5,2.5,2.5,23,6,6,38,15,26,1.0,1.0,5.0,58.6509084091644,46.3738760223948,52.5123922157796,0.0,0.0,0.0,0.0,4.166666666666667,2.5,1.6666666666666667,2.0833333333333335,53
6,71,"22449","40731",1.0,2.0,"{MemberStatesOfNATO=1.0} => {Label=low}","{EuropeanCountries=1.0,MemberStatesOfNATO=1.0} => {Label=low}","","","low",1.0,1.0,"","","","","","","","","","","dfInvertedHeuristicsOther","if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of NATO&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>","if the country falls into all of the following group(s) (simultaneously) <ul><li>European Countries&nbsp;<b>and</b> </li><li>Member States Of NATO&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>","differentLengthRulesNeitherDisjunctNorSubsumingAtt","InvertedHeuristics",6,6,18,18,18,0.0,0.0,0.0,44.05854367641753,44.05854367641753,44.05854367641753,0.0,0.0,0.0,0.0,5.5,5.5,5.5,5.5,18,6,6,18,17,17,1.0,1.0,5.0,"","","",0.0,0.0,0.0,0.0,8.166666666666666,5.5,2.6666666666666665,4.083333333333333,35
7,52,"10003","23679",1.0,2.0,"{MemberStatesOfTheEuropeanUnion=1.0} => {Label=low}","{EuropeanCountries=1.0,MemberStatesOfTheUnionForTheMediterranean=1.0} => {Label=low}","","","low",1.0,1.0,"","","","","","","","","","","dfInvertedHeuristicsOther","if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>","if the country falls into all of the following group(s) (simultaneously) <ul><li>European Countries&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>","differentLengthRulesNeitherDisjunctNorSubsumingAtt","InvertedHeuristics",6,6,30,30,30,0.0,0.0,0.0,33.26790151007305,33.26790151007305,33.26790151007305,0.2,0.2,0.2,0.2,5.5,5.5,5.5,5.5,30,6,6,41,17,29,1.0,1.0,5.0,"","","",-0.4,-0.4,-0.4,-0.4,8.166666666666666,5.5,2.6666666666666665,4.083333333333333,58
8,587610,"5153","6431",4.0,4.0,"{MemberStatesOfTheCouncilOfEurope=1.0,EuropeanUnionMemberEconomies=1.0,MemberStatesOfTheCommonwealthOfNations=1.0,IslandCountries=1.0} => {Label=low}","{EnglishspeakingCountriesAndTerritories=1.0,MemberStatesOfTheUnitedNations=1.0,MemberStatesOfTheUnionForTheMediterranean=1.0,MemberStatesOfTheEuropeanUnion=1.0} => {Label=low}",1.0,1.0,"low",1.0,1.0,0.0136986301369863,0.0136986301369863,"['United Kingdom', 'Malta']",0.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']","['Malta', 'United Kingdom']","['Malta', 'United Kingdom']","","","sameLengthRulesDisjunctAttL","if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Council Of Europe&nbsp;<b>and</b> </li><li>European Union Member Economies&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Island Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>","if the country falls into all of the following group(s) (simultaneously) <ul><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>","sameLengthRulesDisjunctAtt","arules",6,4,38,15,28,1.0,6.0,0.0,46.3738760223948,0.8240554188985888,25.005346463852156,0.2,-0.4,-0.05,-0.2,8.0,5.5,2.5,4.0,113,6,6,41,30,34,1.0,1.0,5.0,147.66141060512453,33.26790151007305,69.66110508297548,0.2,-0.4,-0.05,-0.2,7.166666666666667,5.5,1.6666666666666667,3.5833333333333335,139
9,16,"36034","83547",2.0,3.0,"{BantuCountriesAndTerritories=1.0,WorldTradeOrganizationMemberEconomies=1.0} => {Label=high}","{AfricanCountries=1.0,WorldTradeOrganizationMemberEconomies=1.0,BantuCountriesAndTerritories=1.0} => {Label=high}","","","high",1.0,1.0,"","","","","","","","","","","dfInvertedHeuristicsOther","if the country falls into all of the following group(s) (simultaneously) <ul><li>Bantu Countries And Territories&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>","if the country falls into all of the following group(s) (simultaneously) <ul><li>African Countries&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>","differentLengthRulesNeitherDisjunctNorSubsumingAtt","InvertedHeuristics",6,4,37,28,32,4.0,6.0,0.0,10.817249855321824,2.217516700693478,6.517383278007651,-0.2,-0.2,-0.2,-0.4,7.166666666666667,5.5,1.6666666666666667,3.5833333333333335,65,6,4,37,16,27,1.0,6.0,0.0,10.817249855321824,2.217516700693478,"",-0.2,-0.2,-0.2,-0.4,9.833333333333332,5.5,1.6666666666666667,3.2777777777777772,81
